text,toxicidade_amanda,cat_toxico_amanda,misoginia_amanda,cat_misoginia_amanda,toxicidade_livia,cat_toxico_livia,misoginia_livia,cat_misoginia_livia,toxicidade_sophia,cat_toxico_sophia,misoginia_sophia,cat_misoginia_sophia
"Tou na paz, faz tempo 🙌Don se identifica cmg",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Esses caras ajudaram a aumentar a perseguição do Xandão! Denunciaram pessoas de direita! Sério Redcast que vcs tão colando com eles? Que decepção,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0
O contrário tá aq na minha cueca,0.0,0,0.0,0.0,1.0,1.5,0.0,0.0,1.0,1.5,0.0,1.0
Ficar como segunda opção  na vida de alguém  é  terrível! Quem te deixa nessa situação  não  merece nem ser descartado!Olhar pra trás  é  coisas de pessoas fracas!Deus é  a minha melhor opção!❤❤❤❤,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Tá resolvido seu problema.pricyra um psiquiatra e se interna definitivamente.vc só precisa ser internada só isso,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
@  Cuidado com o mecanismo da projeção! Kkk,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"É , ÉEEEEEEEEEEEEEEEE ..................................",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
O Alexandre tá sofrendo porém se td isso for verdade tenho dó da Ana o retorno só Deus pra ter misericórdia 😢mas oro por eles,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Kkkkk até eu queria ser filho desse pai Um bom pai sabe dar uma boa educação e o melhor ensinamento que ninguém vai dar .,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"O padre me chamou atenção por ir de bermuda na igreja católica mas fora da igreja eu uso bermuda, sou muito infantil pois prefiro comprar action figure do que pagar jantar para futura esposa de alguém",0.0,0,0.0,0.0,0.0,0,1.0,3.1,0.0,0,0.0,0.0
"Mas uma mulher chamar o cara de viado nao pode ser considerado homofobia? Afinal o cara pode se declarar viado mesmo, e se considerar ofendido pela mocréia.E agora?",1.0,1.3,0.0,0.0,0.0,0,1.0,3.1,1.0,1.4,1.0,3.1
"Nossa tadinho... Não foi escondido , pois vc já sabe. Sai fora se vc conseguir",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK A FUTURA DONZELA DOS SENHORES 😂😂😂😂😂😂,1.0,1.4,1.0,3.1,0.0,0,1.0,3.1,0.0,0,0.0,0.0
"O que eu vejo nesses videos é um ""declararam guerra entao é guerra"" porque elas estão forçando demais é como se fosse uma resposta pra nossas reclamações e exigencias daí nas entrelinhas desses videos elas estão falando ""é isso mesmo! Vamos continuar exigindo e agora descaradamente, homem liso fica sozinho, vc tem que pagar sim, nós não abaixaremos a regua, continuaremos e ate aumentaremos a exigencia"" mas claro é um grupo nao a sociedade feminina inteira. Digo isso porque reparem nesses videos se não esta uma coisa forçada?",0.0,0,1.0,2.1,1.0,1.3,1.0,2.1,0.0,0,0.0,0.0
"Esse tal(Cariani) é o da ""cocaína""?",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Cuidado o Barco ⛵⛵⛵⛵ soldado 🪖🪖🪖🪖🪖🪖🪖🪖🪖🪖🪖🙂🙂😊,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Isso só serve para fazer sabão 😂😂😂😂,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Parabéns porque até no meio evangélico perdeu se para alguns o temor, também sou cristã evangélica, é agente as vezes não é bem compreendido quando nos recusamos de alguma coisa que venha mexer com a reputação",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Dubai não é islã cara, que merda, quer falar em islã de verdade é Irã, Iraque, onde a lei é a Sharia. Dubai flexibilizou as leis e regras para ocidentais  investir e morar ali, depois que o príncipe herdou o trono ele mudou tudo. Não fale o que não sabe, já disse isso mil vezes. Turquia, Dubai e outros estados que se diz islã mas não é, o islã de verdade é o que segue a Sharia, simples assim, o islã de verdade é o que a mulher quebrou a lei da Sharia é morta ou leva 90 chibatadas. Se você mudar as leis de um país pra possibilitar a entrada de ocidentais visando dinheiro dá nisso mesmo. Você tem que escolher a putaria e dinheiro ou as regras da Sharia e ficar ficar isolado.Se vc flexibilizar ou mudar as leis claro que as mulheres fará merda, não se trata de mulher ocidental e mulher oriental ser boa ou ruim, é as leis meu caro, no Irã ela se comporta porque a lei diz que se não se comportar morre, aqui no Brasil se a lei disse pode roubar, todo mundo vai roubar mesmo quem supostamente é correto, porque quando o correto e roubado a todo tempo ele percebe que ou rouba também ou morrerá de fome, acorda cacete, Dubai não segue mais o islã, islã é as leis da Sharia, não segue as leis da Sharia não é islã.",1.0,1.4,1.0,2.1,1.0,3.1,1.0,4.2,1.0,1.4,1.0,3.2
Não precisamos de homens pra nada! Vcs pediram NÓS VAMOS RESPEITAR!,0.0,0,0.0,0.0,1.0,3.1,0.0,0.0,0.0,0,0.0,0.0
"Parabéns pelo canal! 1° Sem faculdade ,2°Sem CNH, 3°Sem veículo, 4°Sem residência própria, 5° dependente e tem dependente. #ESTOU FORA",1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,0.0,0,0.0,0.0
"sim mano, pq mtas mulheres tbm foram violentadas ai procuram o prazer em mulher que tbm é bastante, ai vira uma bola de neve pq a dopamina sobe la em cima",1.0,1.3,1.0,2.1,1.0,1.2,1.0,3.4,1.0,3.2,0.0,0.0
"Eu queria tanto saber as fontes desse Jr... é uma metralhadora de ""fatos"" infundados. Tenho piedade da mulher que tentar ter algo com ele, com certeza será desrespeitada a torto e à direita. Ainda bem que achei meu homem que me respeita e concorda que esse papinho redpill é papo de virjão.",1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
"Gente dê boa, essas mulheres estão sem noção da vida 😜 eu sou cara nem 😅 pensei que fosse gp😅",1.0,4.1,1.0,2.3,1.0,1.3,1.0,2.1,1.0,1.3,1.0,4.2
"É por isso que eu nunca continuei qmigo de ex em rede social.Terminou,eu não quero nem um bom dia.Ela segue o rumo dela e eu o meu.Quando vi esse post ey lembrei da minha última ex...Teeminou e ainda continuei falando ckm ela quase todo dia..Ela todo momento mandando mensagem,fim de semana fiavava perguntado se wu tava saindo,se ia sair(tipo monitorando) a mina tava manipulando,a ponto de wu mesmo ser ter mais poha nemhuma com ela,eu ripo nao saia com ninguém,nao flertava com ninguém..Um belo dia eu acordei de amanhã,dei um block nela em todas redes sociais e fyi vivwr minha vida.Puts ,parece que eu tinha tirado uma bola de ferro dos pés.",0.0,0,0.0,0.0,0.0,0,1.0,3.1,0.0,0,0.0,0.0
"Estão menos sensíveis.Nós anos 60, éramos livres na ditadura, a liberdade era interior..O que me fortalece é a religião.Amo !",1.0,3.2,0.0,0.0,1.0,3.1,0.0,0.0,1.0,3.2,0.0,0.0
Quando vc não tem razão tenta calar o opositor 😢,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Se não for ela, vão ser outra. Quem não presta mesmo é o marido, que casou e deixou esposa e filhos pra viajar com amante.",1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
"O rapaz do vídeo parece estar incomodado, na verdade isso é muito bom, bom mesmo, já são mulheres que tem uma visão e relação depreciativa com os homens, elas se abstendo de relacionamentos está ajudando esses mesmos homens, seria extremamente positivo se os homens boicotem as redes sociais e serviços de conteúdo adulto dessas digníssimas.",1.0,1.3,1.0,4.1,1.0,1.6,1.0,1.2,1.0,1.3,1.0,2.1
A mulher ?? Saco !!! Tem que ter saco pravaturar esse bando de.mimizento do caralh@,1.0,1.4,0.0,0.0,1.0,1.4,1.0,3.1,1.0,1.3,1.0,2.2
O Carioca só tava enxergando o lado dele... Ele não conseguia enxergar que a mulher não suportava ele...,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
"Mais claro que essa mensagem impossível, e p fechar com excelência, trecho do clube da luta , forte abraço Thomé , somos nós por nós mesmo!",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Olha a porcaria que esse país está se tornando bicho. Esses infelizes que fizeram o L ferrou todo mundo 🤦🏽‍♂️🤬,1.0,1.4,0.0,0.0,1.0,1.2,0.0,0.0,1.0,1.4,0.0,0.0
Parabéns mulheronas empoderadas....,0.0,0,0.0,0.0,0.0,0,1.0,3.1,0.0,0,0.0,0.0
"rico é a única skill que precisa, o resto é papo de homem pobre amiguinho.",1.0,3.2,1.0,2.1,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0
"Cara, uma certa vez uma pessoa , eu pedi pra ela pagar conta de água  o que ela fez, tacou a conta dentro da gaveta, eu confiei que ela pagaria, depois de dois meses , vieram e contaram,  ai ela me fala que eu teria que bancar a casa sozinho, hum depois disso, nao paguei mais nada. Se ela nao pagar a parte dela.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
E nem pra fazer inventário 😡péssimo.... ñ vou nem  contar  a estória.... ñ contrate parentes  pra lugar nenhum  parentes só  da prejuízo.,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0,1.0,3.2,0.0,0.0
Ela por si já viu que não dá certo com esse jovem. Só estava buscando no pai a certeza e ele deu. Parabéns pai!,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"LAMENTAVELMENTE,  POR MAIS TRISTE QUE SEJA,  ESTÁ CADA VEZ MAIS DIFÍCIL DE ACHAR MULHER DE VALOR......E MAIS FÁCIL ACHAR MULHER QUE TEM PREÇO 😅😅",1.0,1.3,1.0,2.3,1.0,1.3,1.0,2.1,1.0,1.3,1.0,2.1
"@  entenda uma coisa, em momento algum ele citou o nome de usuário ou o nome da senhora, ele apenas replicou uma piada com um trocadilho. E um detalhe adicional, se não fosse uma piada ele também estaria se referindo a irmã e mãe dele, ou seja, não faz sentido a sua revolta, além do mais, apenas a senhora veio reclamar, e não só reclamar, a senhora veio insinuando coisas de forma direta sobre a mãe dele.Se uma pessoa não se enquadra no que ele diz, não tem motivo algum para vim reclamar, sequer para vim dizer que a mãe dele é aquilo.E vou além, você em momento algum negou que você era aquilo, apenas insinuou que a mãe dele também fosse.😂😂😂😂😂",1.0,1.4,0.0,0.0,1.0,1.4,1.0,4.1,1.0,1.4,0.0,0.0
"Concordo plenamente. Um casamento não é feito para Deus, cai inevitavelmente na balança do quero ser feliz a todo custo × não quero ter o trabalho de consertar o que está ruim juntos. É uma ingenuidade achar que o casamento vai ser uma eterna lua de mel.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"@  só pq a lei no Brasil é falha que todas as mulheres são ruins? A culpa por acaso é de quem cria as leis ou das mulheres? Se tem homem ruim, tb vai ter mulher ruim que irá se aproveitar das leis, principalmente no Brasil. Isso ñ quer dizer que todas as acusações são falsas ou que ñ tem mulheres que precisam de leis para serem protegidas. Sabemos que essas leis nem ajudam realmente as mulheres que precisam, já que muitas são mortas e o assassino mal fica na cadeia.",0.0,0,0.0,0.0,0.0,0,1.0,3.3,0.0,0,0.0,0.0
"Não se preocupe, tem muitas mulheres que gostam de fazer caridade no trabalho distribuindo a pepeka pros homens nas empresas, principalmente se o cara for o proprietário ou gerente. CONFIA MIQUEINHA NA SUA HONRRADINHA!!!  Não se preocupe, ela deve estar jogando sinuca, acariciando com a mão e com a boca as bolas e o taco. 🤮💩🤬👿🤡Namoro, casamento e filhos não servem pra nada na vida de um homem pois é só despesa financeira e muita dor de cabeça pro homem ter mulher dentro de casa. Eu por exemplo, só me relaciono com garotas de programa pois gastamos menos e nos divertimos mais nesta vida. Lembrem-se que mulher não gosta de homem, elas gostam é de dinheiro. E além do mais, a maioria esmagadora das mulheres são feministas, narcisistas, tóxicas e abusivas e ainda pregam o ódio contra nós homens dizendo que não prestamos, temos que morrer e desaparecer da face da terra. HOMENS, não se iludam com essas mulheres/feministas, narcisistas, tóxicas e abusivas atualmente, pois se você quiser ter sérios e graves problemas na sua vida, passar por situações idênticas e muito piores a que outros homens estão passando ou já passaram, se tornar refém, ter a sua vida transformada num caos, num calvário, num inferno, perder a sua paz, a sua sanidade mental, a sua tranquilidade, a sua qualidade de vida, sua saúde, suas forças, suas ótimas noites de sono, seu bem-estar, sua alegria de viver, seu sossego, a sua liberdade, seu dinheiro/patrimônio, sofrer falsas acusações e ainda poder ser preso. É muito fácil: seja mais um a cair no golpe do namoro firme, do ficar noivo, do morar juntos e do casamento. Não tem erro, a sua vida nunca mais será a mesma. Assim, além de sofrer horrores, você descobrirá pela dor o quanto ser um homem solteiro convicto é uma dádiva, é maravilhoso e é acima de tudo a suprema felicidade. A vida é feita de escolhas. Então, faça as suas!!! REDPILL AND MGTOW FOREVER.",1.0,1.4,1.0,2.1,1.0,1.4,1.0,2.2,1.0,3.1,1.0,2.2
"Um homem com medo é como um poço sem fundo de amargura. Engraçado que esta geração de Pills não percebe nem quando homem é elogiado e apoiado. Tudo é manipulação para eles. Homem só pensa em custo - benefício sim. Ele também é interesseiro. E não tem só a ver com a parte financeira. É como ele funciona. Esse canal aqui é a prova disso: um punhado de homem desecantado que não tem onde investir o seu tempo a baixo custo e que acha que mulher deve servir e não exigir, ou seja, homem não quer risco de perder, só tirar vantagem. Eu pergunto, quanta mulher de ""carroucel"" teriam pegado se tivesse oportunidade? Suponho que todas. Aí tiravam vantagem, seriam piranhas mas davam benefícios. Mas como as piranhas estão exigindo algo em troca, aí já é diferente. Elas não merecem porque são piranhas. Não é uma questão de não querer piranha porque ela é imoral, é porque ela não quer ficar na desvantagem que dá jeito ao homem e representa ameaça para bolsa e reputação,  ou seja, dar pouco e receber muito, é a combinação perfeita para eles. Esta é a verdade. Agora, mulher séria também não quer ""chave"" gasta, oportunista, e cheia de vicios e traumas. Nem pensem que com essa atitude atraem alguém decente. Os homens devem preocupar-se em crescer não só a nivel financeiro, devem trabalhar o cérebro, a autoestima e a autonomia também. Deixem de ser emocionados de raiva reprimida e lutem por vocês.",1.0,1.4,0.0,0.0,1.0,1.4,1.0,3.2,1.0,1.4,1.0,3.1
"Pior que é real essas histórias do Da Vinci, passava a pimenta nos pupilos, Salai e Melzi tinham menos 14 anos quando foram viver com ele, teve até que ir embora da cidade depois de ser acusado de sodomia e envolvimento com prostitutos.",0.0,0,0.0,0.0,1.0,1.4,0.0,0.0,1.0,4.2,0.0,0.0
"O Raiam deveria assistir o episódio inteiro... Vai entender pq ela não é casada e pq ela foi levantada por Deus para aconselhar os jovens a casarem certo e não serem promíscuos... Ou seja, era um café com teu pai/tua mãe antes da modinha.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Concordo plenamente com você....é bem isso mesmo.,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Eu já vi video desse cara ai mandando essa mulher embora no Natal...ou estou enganado? As vozes e o Bio tipo é o mesmo, será que o cara perdoou daquela vez? Ou ela meteu chifre em outro? Ou armação?",0.0,0,0.0,0.0,1.0,3.2,1.0,3.1,0.0,0,0.0,0.0
"Sou fã desse rapaz, ele realmente têm razão",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Ame a a si mesmo, antes de amar qualquer pessoa. O mandamento diz: ""ame ao seu próximo,  COMO A SI MESMO""",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"@  meu marido me traiu eu estava com bebê de 15 dias peguei minhas coisas e foi embora, assassinar alguém é muito pior que trai  mu alguém muito pior não tem comparação  sim só Deus pode julgar então você não deve julgar alguém pq traiu.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Beyoncé, rihanna, kim kardashian etc, vivem semi nuas, e ninguém compara as mulheres Norte Americanas à elas ?",1.0,1.3,1.0,2.1,1.0,3.2,1.0,3.3,0.0,0,1.0,2.1
"É infelizmente existe esse tipo de aceitação, o mundo vai a cada dia ficando pior.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
BOA NOITE PARABENS COLIDER MT ABRACOS  e BEIJOS ❤❤❤,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Todo mundo aqui nessa comunidade sabe que esse papo de mulher é caro é pra beta, normal e sub-five, quem é CHAD come sem gastar um Real e com poucas ideias.",1.0,1.3,1.0,2.1,0.0,0,1.0,3.1,1.0,3.1,1.0,2.3
"Por trás duma armadura de ""virtude"" mangina está um esqueleto misógino",1.0,1.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"​ ,  terapeuta é coisa de homem, o que todos precisam é de Cristo em suas vidas, Deus é o sentido da vida.",1.0,3.1,0.0,0.0,0.0,0,1.0,3.2,0.0,0,1.0,3.2
🍷🗿🚩😡AGORA É TARDE O HOMEM DESCOBRIU QUE TEM UM PODER O PODER DE IR EMBORA  E VIVER EM PAZ LONGE DE MULHER 🤔🙄🤔🙄🙄🤔🙄🙄🤔🤔🙄🙄🙄🙄🤔🤔🙄🤔🙄🙄🙄🙄,1.0,1.3,1.0,3.2,1.0,1.3,1.0,3.1,1.0,3.1,1.0,4.2
Postando isso na internet se fazendo de vitima. Deve ser por isso que pulou fora.Capaz que foi ela que terminou e agora ta enxendo o saco. Quero mais contexto.,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
"Mulher doida e assim mesmo, ficam de joguinhos",1.0,1.3,1.0,2.1,1.0,1.3,1.0,3.1,1.0,1.3,1.0,2.1
Eu acho que ela esta zuando! Foi ela que cagou no feio quando ele foi embora...,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
"Quenha assumida , cobrou na lata😅😅",1.0,1.4,0.0,0.0,1.0,1.4,1.0,3.1,0.0,0,0.0,0.0
Eu te raspo já raspei minha esposa,1.0,1.5,1.0,2.3,1.0,1.5,1.0,3.1,0.0,0,0.0,0.0
Será sim 😂😂😂Dezenas de milhões!Que jumento kk,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
Ele é Jôvem e no momento  certo  vai encontrar  alguém,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Estão destruído o bem privado de alguém!!!,0.0,0,0.0,0.0,1.0,1.4,0.0,0.0,0.0,0,0.0,0.0
"Prêmio Nobel é atribuído pela academia Sueca, não na Suiça.  Paguei uma falha do grande Serjão 😊",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
tem mais leis vindo    so  esperar pra ver,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Job e trabalho em inglês. Kkkk só que hj em dia em puta kkkkk 😂kkkk ou parado na esquina esperando um otário 😂,1.0,1.4,0.0,0.0,0.0,0,1.0,3.1,1.0,1.3,1.0,2.1
"Isso pode até ser um teatro mas isso pode acontecer sim é fato a juventude de hoje é muitas vezes vazios e infelizmente, que triste",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Adoro sua histórias. Me deixam mais feliz em saber que existe gente muito mais infeliz que eu. Você, no caso. Moro no nordeste, na praia. Onde muitos sudestinos vêm escapar.",0.0,0,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
"""Nera"" esse jogador que namorava uma trans? Tá solteiro ou pulou a cerca?",1.0,1.4,0.0,0.0,1.0,1.1,0.0,0.0,0.0,0,0.0,0.0
E uma companheira ou é uma garota de programa?,0.0,0,0.0,0.0,0.0,0,1.0,3.1,0.0,0,0.0,0.0
Desculpa fajuta pra ser kenga e se mostrar pra macho.,1.0,1.4,1.0,2.1,1.0,1.4,1.0,3.1,1.0,1.4,1.0,3.1
"Vai do marido, isso é um previlégio de poucos.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"""nem tudo o q voce ve na internet é real."" eu diria q quase tudo é ficção. :)",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"Eu acho que o Gustavo é demi-sexual,pesquisem sobre,é interessante,eu também sou e tem muitas pessoas que são mas não sabem,é legal saber sobre isso.",0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
"a mesma conversinha de sempre""sertanejo faz apologia a bebida""MAS BEBER NAO É CRIME PORRA, puta que pariu... é dificil de entender, é dificil demais",1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0
E você já deu para quantas 😅😅😅😅,1.0,1.4,0.0,0.0,1.0,1.4,0.0,0.0,1.0,1.5,0.0,0.0
Kokk .. minha amiga ? Kkkk ta bom eu acredito no papai noel .,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
Conheço várias mulheres a minha volta que fizeram isso depois de família consolidada e marido bom. Estão na pista e são mais p#tas que muita novinhas modernetes,1.0,1.4,1.0,2.1,1.0,1.3,1.0,3.1,1.0,1.3,1.0,3.1
meta mesmo gostoso mas não use drogas e não engravide usa camisinha e muito anticoncepcional meta mesmo vai tudo pro inferno seja feliz na terra,1.0,4.1,0.0,0.0,1.0,1.5,0.0,0.0,1.0,1.5,0.0,0.0
Esse pai tem meu respeito. 👏🏻👏🏻👏🏻👏🏻,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
